project_id,project_type,location,initial_estimated_duration,initial_estimated_cost,square_footage,num_floors,soil_condition_score,complexity_score,actual_duration,actual_cost,weather_delays,avg_daily_workers,equipment_utilization_rate,safety_incidents,safety_score,defects_found,quality_score,delay_in_days,cost_overrun,cost_per_sqft,productivity_rate,cost_overrun_percentage,delay_percentage
160,Commercial,Site_159,500,3839631.53,95733,2,6.73,5.12,520,3572823.42,21,85,0.83,2,8.28,18,6.02,20,-266808.11,37.32,2.17,-6.95,4.0
161,Residential,Site_160,407,4421538.73,70122,26,4.08,4.57,448,6270334.77,0,146,0.83,3,7.3,37,6.08,41,1848796.04,89.42,1.07,41.81,10.07
162,Industrial,Site_161,314,7196792.72,17087,13,8.86,5.1,409,7949351.84,28,173,0.93,4,8.86,28,7.86,95,752559.12,465.23,0.24,10.46,30.25
163,Industrial,Site_162,323,6183717.55,49868,47,2.22,4.73,384,8902745.52,15,47,0.6,3,7.43,22,6.95,61,2719027.97,178.53,2.76,43.97,18.89
164,Infrastructure,Site_163,463,4866974.37,24225,31,7.15,7.57,541,7127819.97,6,170,0.69,1,8.57,46,8.76,78,2260845.6,294.23,0.26,46.45,16.85
165,Residential,Site_164,697,1221367.4,96286,34,8.82,2.22,631,1590854.16,2,179,0.92,0,7.02,31,8.26,-66,369486.76,16.52,0.85,30.25,-9.47
166,Commercial,Site_165,561,1238770.77,7643,39,7.31,2.78,621,1608734.95,22,70,0.93,4,7.95,9,6.31,60,369964.18,210.48,0.18,29.87,10.7
167,Infrastructure,Site_166,322,522224.21,94059,3,6.97,2.62,395,611865.36,3,183,0.85,2,9.03,26,6.65,73,89641.14,6.51,1.3,17.17,22.67
168,Residential,Site_167,202,9693144.19,37727,8,7.53,3.36,279,13583236.89,8,98,0.87,0,8.45,48,7.55,77,3890092.7,360.04,1.38,40.13,38.12
169,Infrastructure,Site_168,586,549911.28,12005,23,4.65,5.73,539,812201.17,4,198,0.63,0,9.93,0,6.74,-47,262289.89,67.66,0.11,47.7,-8.02
170,Infrastructure,Site_169,531,1479390.59,66697,14,8.74,2.0,427,2019440.76,18,27,0.78,1,9.62,38,9.17,-104,540050.17,30.28,5.79,36.5,-19.59
171,Industrial,Site_170,653,3488667.29,17029,27,2.03,8.81,551,4441638.76,14,79,0.68,1,8.08,28,7.66,-102,952971.47,260.83,0.39,27.32,-15.62
172,Industrial,Site_171,357,8170587.39,15226,29,1.27,3.68,366,10328241.28,7,91,0.66,1,7.14,44,6.37,9,2157653.89,678.33,0.46,26.41,2.52
173,Residential,Site_172,599,9639938.46,64646,39,2.86,2.46,774,13589247.17,5,125,0.88,4,9.54,2,7.94,175,3949308.7,210.21,0.67,40.97,29.22
174,Industrial,Site_173,475,8005128.81,61603,39,5.32,7.08,382,9804059.44,17,89,0.65,3,9.73,46,6.36,-93,1798930.63,159.15,1.81,22.47,-19.58
175,Infrastructure,Site_174,476,7060322.21,29731,1,5.11,1.34,511,9759595.87,18,24,0.76,0,9.46,36,6.52,35,2699273.66,328.26,2.42,38.23,7.35
176,Residential,Site_175,202,5452356.34,69926,17,8.21,6.58,201,6571894.95,23,185,0.93,3,7.38,30,6.96,-1,1119538.61,93.98,1.88,20.53,-0.5
177,Commercial,Site_176,702,1323699.51,6997,41,4.05,7.28,583,1240924.04,14,22,0.67,3,9.99,10,9.44,-119,-82775.48,177.35,0.55,-6.25,-16.95
178,Industrial,Site_177,714,9602622.53,56506,30,4.84,2.93,764,10854499.2,25,128,0.94,1,7.78,21,9.7,50,1251876.67,192.09,0.58,13.04,7.0
179,Commercial,Site_178,170,7704727.93,79229,13,0.13,1.38,161,8988833.14,6,52,0.95,3,9.17,17,9.31,-9,1284105.2,113.45,9.46,16.67,-5.29
180,Residential,Site_179,202,6570019.16,50815,21,4.1,4.27,204,6471274.05,9,197,0.79,0,9.72,34,7.34,2,-98745.11,127.35,1.26,-1.5,0.99
181,Industrial,Site_180,91,7710840.53,43092,19,6.48,1.89,111,7413956.19,5,66,0.66,0,7.71,5,7.09,20,-296884.34,172.05,5.88,-3.85,21.98
182,Residential,Site_181,309,7378981.63,63539,19,0.16,2.05,343,9011795.08,13,26,0.71,2,9.72,2,8.2,34,1632813.45,141.83,7.12,22.13,11.0
183,Industrial,Site_182,655,6553700.01,67077,25,2.81,3.29,572,6233133.52,16,187,0.75,4,7.93,4,8.89,-83,-320566.49,92.93,0.63,-4.89,-12.67
184,Residential,Site_183,314,9815479.6,22817,22,2.08,3.66,432,10618062.91,8,41,0.71,3,9.93,8,9.97,118,802583.31,465.36,1.29,8.18,37.58
185,Residential,Site_184,474,9081956.22,38861,31,0.42,5.77,560,12231198.88,18,159,0.7,4,7.84,27,6.53,86,3149242.66,314.74,0.44,34.68,18.14
186,Commercial,Site_185,492,6643316.73,14428,17,4.79,7.11,619,9823202.12,29,64,0.94,4,9.86,18,6.2,127,3179885.39,680.84,0.36,47.87,25.81
187,Commercial,Site_186,727,7085164.51,44934,23,1.82,6.33,616,9428386.75,4,194,0.65,4,7.16,27,8.78,-111,2343222.24,209.83,0.38,33.07,-15.27
188,Industrial,Site_187,219,990160.16,11258,32,7.43,2.34,181,1480859.11,22,22,0.86,4,9.13,26,9.33,-38,490698.95,131.54,2.83,49.56,-17.35
189,Infrastructure,Site_188,142,6864215.91,58775,10,8.48,2.55,115,9053919.89,6,56,0.6,0,8.6,12,9.39,-27,2189703.98,154.04,9.13,31.9,-19.01
190,Commercial,Site_189,505,919571.66,82580,10,5.46,8.91,461,989713.53,18,96,0.81,3,8.43,37,8.71,-44,70141.88,11.98,1.87,7.63,-8.71
191,Industrial,Site_190,336,6088505.69,95947,36,9.82,6.03,352,7934732.55,19,71,0.92,2,7.67,42,9.82,16,1846226.86,82.7,3.84,30.32,4.76
192,Industrial,Site_191,528,9993858.25,6469,8,4.5,8.83,718,13204825.53,25,191,0.7,4,9.12,20,8.04,190,3210967.28,2041.25,0.05,32.13,35.98
193,Residential,Site_192,292,5780162.52,29854,20,5.13,4.34,313,6491331.7,6,38,0.66,2,7.57,26,9.66,21,711169.18,217.44,2.51,12.3,7.19
194,Industrial,Site_193,273,4995496.12,7256,32,9.89,6.53,265,4549040.19,23,31,0.83,0,8.66,45,9.87,-8,-446455.93,626.93,0.88,-8.94,-2.93
195,Infrastructure,Site_194,212,3472121.14,77256,14,2.32,5.71,241,4589865.92,1,74,0.85,0,7.76,5,9.39,29,1117744.79,59.41,4.33,32.19,13.68
196,Residential,Site_195,490,1644964.5,34937,28,9.43,3.87,424,1501885.58,24,38,0.84,1,9.87,37,7.24,-66,-143078.92,42.99,2.17,-8.7,-13.47
197,Infrastructure,Site_196,383,7444724.88,2651,46,0.43,5.23,446,9519665.34,22,57,0.71,4,7.09,48,6.78,63,2074940.46,3590.97,0.1,27.87,16.45
198,Industrial,Site_197,369,2329690.76,51288,24,4.46,5.52,421,2325427.18,15,14,0.69,1,7.6,10,8.19,52,-4263.58,45.34,8.7,-0.18,14.09
199,Industrial,Site_198,699,1595179.2,85730,15,0.7,2.81,891,1977004.67,12,172,0.93,2,7.73,46,7.81,192,381825.47,23.06,0.56,23.94,27.47
200,Commercial,Site_199,287,4506745.27,26051,22,7.29,3.84,399,5418675.33,7,110,0.92,3,8.24,40,9.51,112,911930.06,208.0,0.59,20.23,39.02
201,Residential,Site_200,600,8055747.46,28386,30,6.08,8.12,570,7315490.21,5,80,0.76,1,7.7,16,6.4,-30,-740257.25,257.71,0.62,-9.19,-5.0
202,Residential,Site_201,233,7578113.21,76054,4,7.07,9.24,257,8470204.83,5,183,0.9,0,8.47,38,7.03,24,892091.62,111.37,1.62,11.77,10.3
203,Industrial,Site_202,698,1021384.84,17184,13,3.74,4.24,939,1287613.6,8,172,0.76,4,9.62,6,9.01,241,266228.76,74.93,0.11,26.07,34.53
204,Industrial,Site_203,290,4823865.01,34787,23,3.69,3.76,368,6797616.58,3,182,0.75,2,9.14,29,6.38,78,1973751.57,195.41,0.52,40.92,26.9
205,Residential,Site_204,213,5463128.47,22621,8,0.45,2.76,232,7829675.25,26,150,0.65,0,8.74,20,7.28,19,2366546.77,346.12,0.65,43.32,8.92
206,Commercial,Site_205,276,6623193.18,76564,18,3.5,7.11,377,7883652.96,10,147,0.75,3,7.27,0,7.55,101,1260459.78,102.97,1.38,19.03,36.59
207,Commercial,Site_206,415,6676589.83,78984,12,9.29,3.91,346,8926957.75,4,75,0.79,4,9.08,24,8.49,-69,2250367.92,113.02,3.04,33.71,-16.63
208,Infrastructure,Site_207,553,3964623.87,60792,31,3.79,9.89,751,4320935.5,24,81,0.61,3,7.5,31,6.63,198,356311.63,71.08,1.0,8.99,35.8
209,Commercial,Site_208,438,5826433.34,46253,14,8.31,3.93,363,6440025.78,16,34,0.76,3,9.36,7,9.44,-75,613592.44,139.23,3.75,10.53,-17.12
210,Residential,Site_209,492,5070087.9,35051,34,8.42,4.55,555,5154647.39,19,181,0.87,4,7.75,4,7.79,63,84559.49,147.06,0.35,1.67,12.8
211,Industrial,Site_210,435,8907484.39,50811,18,3.73,6.43,580,11020062.36,6,69,0.84,4,8.25,29,9.67,145,2112577.97,216.88,1.27,23.72,33.33
212,Infrastructure,Site_211,600,5537518.76,31447,34,6.32,8.22,574,6028909.82,26,184,0.82,3,8.05,7,7.87,-26,491391.06,191.72,0.3,8.87,-4.33
213,Commercial,Site_212,236,4689805.54,84930,11,0.95,5.23,255,4458234.84,14,49,0.92,2,9.58,48,7.1,19,-231570.7,52.49,6.8,-4.94,8.05
214,Infrastructure,Site_213,237,4342611.77,31254,41,1.04,4.8,235,5693179.89,24,16,0.61,4,7.38,18,6.57,-2,1350568.12,182.16,8.31,31.1,-0.84
215,Residential,Site_214,578,5938063.71,85045,12,0.49,9.96,792,7865867.53,14,183,0.79,0,8.7,43,6.01,214,1927803.81,92.49,0.59,32.47,37.02
216,Infrastructure,Site_215,729,8137781.3,58418,49,5.81,1.09,943,9081726.92,13,160,0.88,1,7.43,29,8.13,214,943945.61,155.46,0.39,11.6,29.36
217,Infrastructure,Site_216,640,5614814.16,15472,15,4.26,9.06,784,5311805.32,12,55,0.79,2,9.11,14,6.43,144,-303008.84,343.32,0.36,-5.4,22.5
218,Residential,Site_217,427,6785724.16,4471,31,5.48,2.34,492,7842794.98,10,95,0.71,4,9.72,35,7.57,65,1057070.82,1754.15,0.1,15.58,15.22
219,Industrial,Site_218,562,7509629.79,96804,49,5.21,8.07,726,8751732.13,27,150,0.65,4,8.3,43,8.36,164,1242102.34,90.41,0.89,16.54,29.18
220,Commercial,Site_219,240,5441597.04,9329,29,3.5,6.56,248,7080619.85,12,30,0.91,2,8.46,26,7.1,8,1639022.8,758.99,1.25,30.12,3.33
221,Residential,Site_220,504,4554762.04,35865,26,6.77,4.08,538,4961273.8,25,10,0.76,1,9.78,12,6.7,34,406511.76,138.33,6.67,8.92,6.75
222,Residential,Site_221,387,8828321.09,47850,18,7.59,8.86,479,11561212.35,21,132,0.91,3,8.56,13,9.1,92,2732891.26,241.61,0.76,30.96,23.77
223,Infrastructure,Site_222,700,4466307.8,55220,32,0.15,1.12,710,6355078.66,27,156,0.81,0,8.46,36,9.79,10,1888770.86,115.09,0.5,42.29,1.43
224,Commercial,Site_223,352,4888457.08,94808,22,2.07,3.04,295,5096175.57,23,134,0.84,4,8.73,47,6.4,-57,207718.49,53.75,2.4,4.25,-16.19
225,Commercial,Site_224,233,9908242.48,7397,38,7.13,6.1,196,14737041.63,28,197,0.88,1,9.07,29,6.62,-37,4828799.15,1992.3,0.19,48.74,-15.88
226,Industrial,Site_225,435,502256.47,98909,17,3.87,4.16,378,568464.37,8,42,0.83,0,7.32,38,9.84,-57,66207.89,5.75,6.23,13.18,-13.1
227,Infrastructure,Site_226,713,2261992.64,36525,23,6.62,6.49,942,2398515.68,9,13,0.74,2,9.46,46,6.15,229,136523.04,65.67,2.98,6.04,32.12
228,Industrial,Site_227,661,4147656.95,54072,24,3.47,1.22,716,4781861.53,3,12,0.78,4,8.31,12,9.91,55,634204.58,88.44,6.29,15.29,8.32
229,Infrastructure,Site_228,91,9359604.14,91106,8,3.91,2.05,111,8953757.53,16,100,0.88,3,7.22,15,6.02,20,-405846.61,98.28,8.21,-4.34,21.98
230,Residential,Site_229,393,1165282.2,84820,41,1.59,2.14,407,1136643.7,13,61,0.73,2,9.36,43,9.49,14,-28638.51,13.4,3.42,-2.46,3.56
231,Industrial,Site_230,343,590111.62,85530,6,2.58,2.7,327,677837.87,23,37,0.74,4,8.13,6,7.23,-16,87726.25,7.93,7.07,14.87,-4.66
232,Industrial,Site_231,542,1000496.44,24284,5,6.05,5.13,546,1358140.62,17,79,0.63,1,7.3,47,9.75,4,357644.17,55.93,0.56,35.75,0.74
233,Commercial,Site_232,126,1341162.4,62330,44,4.33,7.77,160,1931525.12,10,192,0.92,0,8.9,26,7.27,34,590362.71,30.99,2.03,44.02,26.98
234,Infrastructure,Site_233,249,857169.35,84369,29,7.74,9.15,292,1113369.37,15,66,0.63,0,9.64,44,8.62,43,256200.03,13.2,4.38,29.89,17.27
235,Commercial,Site_234,98,5057922.61,26122,28,8.53,8.52,133,4871445.76,0,117,0.83,4,9.66,34,6.32,35,-186476.84,186.49,1.68,-3.69,35.71
236,Industrial,Site_235,322,6017193.47,71553,11,5.42,2.77,388,7841677.88,28,153,0.74,2,9.87,14,6.97,66,1824484.41,109.59,1.21,30.32,20.5
237,Residential,Site_236,188,3081026.23,82906,1,7.58,4.97,214,3947585.66,6,33,0.74,3,9.6,27,9.09,26,866559.43,47.62,11.74,28.13,13.83
238,Commercial,Site_237,297,4283730.15,95788,43,3.07,2.79,346,5926362.25,27,178,0.84,1,7.01,34,8.11,49,1642632.1,61.87,1.56,38.35,16.5
239,Infrastructure,Site_238,220,1371143.68,63812,19,4.15,3.38,300,1912950.01,9,86,0.62,4,8.14,6,9.71,80,541806.33,29.98,2.47,39.51,36.36
240,Residential,Site_239,493,3695519.41,8999,9,7.13,5.53,627,5251044.25,8,184,0.81,1,9.46,49,7.72,134,1555524.85,583.51,0.08,42.09,27.18
241,Infrastructure,Site_240,241,5463932.32,23436,27,3.86,1.61,196,6275211.03,26,85,0.87,0,8.1,45,9.48,-45,811278.71,267.76,1.41,14.85,-18.67
242,Commercial,Site_241,143,7456582.17,43963,34,5.89,2.96,160,9833133.88,27,78,0.89,3,8.8,49,7.8,17,2376551.71,223.67,3.52,31.87,11.89
243,Residential,Site_242,209,531790.44,3096,44,1.85,9.42,253,564203.18,27,110,0.66,1,8.82,45,9.92,44,32412.74,182.24,0.11,6.1,21.05
244,Residential,Site_243,717,4939452.28,26279,4,6.0,5.2,895,7407211.38,24,168,0.91,4,8.1,19,9.84,178,2467759.09,281.87,0.17,49.96,24.83
245,Residential,Site_244,676,3321527.33,27201,36,8.62,5.01,627,3338801.08,2,101,0.83,3,9.71,31,7.32,-49,17273.75,122.75,0.43,0.52,-7.25
246,Infrastructure,Site_245,714,8601807.31,20715,18,8.69,1.13,942,7793828.01,21,101,0.91,2,8.51,37,9.54,228,-807979.3,376.24,0.22,-9.39,31.93
247,Industrial,Site_246,509,7297756.49,30309,15,7.24,3.23,699,7219562.7,22,39,0.77,4,8.39,39,9.39,190,-78193.79,238.2,1.11,-1.07,37.33
248,Industrial,Site_247,511,6096531.08,16078,13,7.46,8.8,481,8324955.68,13,27,0.79,1,9.99,31,6.84,-30,2228424.61,517.79,1.24,36.55,-5.87
249,Commercial,Site_248,193,3134023.63,57614,19,5.58,2.48,256,3660759.63,25,53,0.92,3,8.48,25,8.5,63,526736.0,63.54,4.25,16.81,32.64
250,Infrastructure,Site_249,343,9148221.47,6105,49,5.85,4.74,294,10689698.15,24,164,0.91,4,7.54,38,6.29,-49,1541476.68,1750.97,0.13,16.85,-14.29
251,Residential,Site_250,316,928456.43,95848,6,1.34,1.13,263,1367629.09,14,108,0.76,3,8.54,19,9.35,-53,439172.66,14.27,3.37,47.3,-16.77
252,Residential,Site_251,201,1539942.19,3839,48,4.44,5.31,176,2235658.72,1,163,0.7,3,9.44,17,6.7,-25,695716.54,582.35,0.13,45.18,-12.44
253,Residential,Site_252,599,4220486.34,69920,12,4.51,1.19,499,4586473.58,23,130,0.74,3,9.33,49,6.28,-100,365987.25,65.6,1.08,8.67,-16.69
254,Residential,Site_253,562,1682156.79,44619,37,9.58,8.38,734,1724942.25,13,124,0.74,1,9.37,14,7.6,172,42785.45,38.66,0.49,2.54,30.6
255,Residential,Site_254,188,9585949.13,43821,17,4.31,8.42,157,13507458.59,15,69,0.7,4,9.12,21,8.31,-31,3921509.47,308.24,4.05,40.91,-16.49
256,Industrial,Site_255,242,8080898.56,14493,23,5.49,8.09,233,11665677.63,6,155,0.69,0,7.76,21,9.42,-9,3584779.07,804.92,0.4,44.36,-3.72
257,Infrastructure,Site_256,427,2960335.19,18069,26,5.33,3.55,368,3626286.73,3,65,0.9,0,9.59,20,9.9,-59,665951.54,200.69,0.76,22.5,-13.82
258,Industrial,Site_257,252,6091265.18,8531,29,6.37,8.54,246,7782530.7,17,40,0.62,1,9.68,1,7.76,-6,1691265.52,912.26,0.87,27.77,-2.38
259,Residential,Site_258,250,9832139.89,38051,33,7.48,5.89,213,10364536.22,23,110,0.84,1,7.58,39,6.24,-37,532396.32,272.39,1.62,5.41,-14.8
260,Industrial,Site_259,669,8899890.29,8736,27,2.25,4.36,803,12286134.9,26,68,0.66,3,7.39,42,9.0,134,3386244.61,1406.38,0.16,38.05,20.03
261,Industrial,Site_260,487,6207585.24,8710,25,5.29,6.63,428,7941199.03,4,133,0.72,4,9.93,17,8.26,-59,1733613.79,911.73,0.15,27.93,-12.11
262,Industrial,Site_261,366,9085377.69,68155,10,8.26,1.11,479,10921606.17,5,139,0.62,4,9.6,22,7.79,113,1836228.48,160.25,1.02,20.21,30.87
263,Residential,Site_262,593,9897256.64,14975,47,4.63,2.29,765,9264476.86,29,106,0.69,2,9.68,12,7.24,172,-632779.78,618.66,0.18,-6.39,29.01
264,Commercial,Site_263,481,7561851.82,63424,23,2.78,7.68,388,10961365.31,26,176,0.87,2,9.66,40,8.01,-93,3399513.49,172.83,0.93,44.96,-19.33
265,Infrastructure,Site_264,224,1117370.89,46603,21,6.55,3.2,299,1418246.3,6,198,0.91,0,8.63,8,7.35,75,300875.41,30.43,0.79,26.93,33.48
266,Industrial,Site_265,284,4315012.25,24252,21,8.24,6.38,232,4382389.68,14,116,0.68,2,8.94,48,9.03,-52,67377.44,180.7,0.9,1.56,-18.31
267,Residential,Site_266,490,8459344.49,81797,43,0.63,4.47,462,10691187.47,25,27,0.76,2,8.64,6,8.18,-28,2231842.98,130.7,6.56,26.38,-5.71
268,Residential,Site_267,729,2690407.36,2431,13,7.77,8.69,597,3514958.06,0,154,0.76,0,7.15,40,9.51,-132,824550.7,1445.89,0.03,30.65,-18.11
269,Commercial,Site_268,122,8391103.92,75603,37,8.22,9.57,122,10199069.65,23,176,0.91,0,9.24,0,8.17,0,1807965.73,134.9,3.52,21.55,0.0
270,Industrial,Site_269,549,1643218.24,38481,33,4.62,8.95,608,2186895.14,3,80,0.87,2,8.52,1,6.95,59,543676.9,56.83,0.79,33.09,10.75
271,Residential,Site_270,559,945980.89,93573,24,9.83,3.44,714,1181409.4,28,115,0.78,4,8.94,3,9.4,155,235428.51,12.63,1.14,24.89,27.73
272,Industrial,Site_271,464,4148860.81,10557,44,7.87,2.75,465,6093273.17,24,63,0.83,2,8.51,13,8.23,1,1944412.36,577.18,0.36,46.87,0.22
273,Commercial,Site_272,111,848953.41,75971,11,7.74,5.27,135,791409.86,0,103,0.9,3,8.48,31,6.83,24,-57543.55,10.42,5.46,-6.78,21.62
274,Commercial,Site_273,127,9594067.5,1162,17,7.48,1.07,115,9246257.85,10,85,0.6,3,7.52,35,8.49,-12,-347809.65,7957.19,0.12,-3.63,-9.45
275,Commercial,Site_274,319,8348954.11,35742,4,1.51,1.23,398,8384044.62,17,44,0.74,3,7.84,1,7.43,79,35090.51,234.57,2.04,0.42,24.76
276,Commercial,Site_275,454,8107312.03,20675,47,2.17,5.98,427,10653840.16,13,20,0.92,1,7.48,39,9.38,-27,2546528.13,515.3,2.42,31.41,-5.95
277,Industrial,Site_276,652,6482890.27,74997,25,4.64,5.68,577,8345797.56,21,70,0.86,3,7.59,49,7.81,-75,1862907.29,111.28,1.86,28.74,-11.5
278,Infrastructure,Site_277,527,2555078.22,18015,30,2.64,9.95,480,3667138.5,10,53,0.79,4,9.92,13,8.91,-47,1112060.28,203.56,0.71,43.52,-8.92
279,Residential,Site_278,372,5423473.48,51057,9,4.15,2.82,338,7265970.99,9,130,0.79,1,7.46,19,6.38,-34,1842497.51,142.31,1.16,33.97,-9.14
280,Commercial,Site_279,116,6174103.69,33591,21,8.88,3.32,128,7439877.01,26,77,0.72,1,7.81,24,7.58,12,1265773.33,221.48,3.41,20.5,10.34
281,Residential,Site_280,315,5487799.26,94583,20,8.24,2.02,411,8204803.6,29,34,0.78,3,8.77,41,9.93,96,2717004.34,86.75,6.77,49.51,30.48
282,Residential,Site_281,366,2972217.0,10833,19,6.3,9.26,310,3149553.65,16,185,0.83,2,8.83,48,9.23,-56,177336.65,290.74,0.19,5.97,-15.3
283,Commercial,Site_282,698,5394855.28,8896,19,8.58,8.0,854,7552338.81,3,169,0.75,0,7.46,7,6.64,156,2157483.53,848.96,0.06,39.99,22.35
284,Commercial,Site_283,373,5166270.24,33972,12,7.84,8.4,444,5972591.85,23,93,0.85,2,9.38,27,7.11,71,806321.61,175.81,0.82,15.61,19.03
285,Infrastructure,Site_284,570,9965189.87,50733,37,4.29,9.12,754,12847532.18,14,123,0.9,2,9.36,45,7.32,184,2882342.31,253.24,0.55,28.92,32.28
286,Commercial,Site_285,542,9025643.41,42800,42,2.01,5.72,512,12061518.59,25,141,0.65,1,7.71,20,8.6,-30,3035875.18,281.81,0.59,33.64,-5.54
287,Industrial,Site_286,605,4902117.11,97044,17,5.14,5.06,647,6275947.45,15,175,0.76,1,7.87,22,9.03,42,1373830.34,64.67,0.86,28.03,6.94
288,Infrastructure,Site_287,636,6417905.14,6347,37,7.36,3.97,862,6317172.15,20,184,0.74,1,9.81,31,9.0,226,-100732.99,995.3,0.04,-1.57,35.53
289,Infrastructure,Site_288,281,7604780.24,60063,48,4.36,6.3,336,8865429.27,12,10,0.84,4,9.48,7,8.04,55,1260649.03,147.6,17.88,16.58,19.57
290,Commercial,Site_289,138,831219.02,96850,39,6.67,5.09,142,1028104.08,8,140,0.69,4,9.09,30,9.24,4,196885.05,10.62,4.87,23.69,2.9
291,Industrial,Site_290,601,9001753.69,3643,28,0.94,5.06,528,12687308.0,10,95,0.82,0,7.25,36,7.75,-73,3685554.31,3482.65,0.07,40.94,-12.15
292,Infrastructure,Site_291,106,8671204.76,41785,41,7.48,9.43,101,10112250.16,10,71,0.91,1,8.25,15,6.5,-5,1441045.4,242.01,5.83,16.62,-4.72
293,Commercial,Site_292,261,4845604.93,19681,35,8.13,9.86,299,7032176.32,5,73,0.75,3,8.68,39,8.26,38,2186571.39,357.31,0.9,45.12,14.56
294,Infrastructure,Site_293,309,4216112.78,51026,47,7.07,8.17,380,4908501.93,0,154,0.92,1,7.56,41,9.81,71,692389.16,96.2,0.87,16.42,22.98
295,Infrastructure,Site_294,247,3093114.06,16892,48,9.67,7.81,216,3802265.87,21,135,0.95,4,8.34,26,9.17,-31,709151.81,225.09,0.58,22.93,-12.55
296,Industrial,Site_295,566,5028429.87,48299,18,8.27,7.13,656,6928026.91,5,114,0.64,1,8.8,39,8.31,90,1899597.04,143.44,0.65,37.78,15.9
297,Infrastructure,Site_296,135,921578.3,18073,14,9.03,2.49,152,1151825.99,12,71,0.68,4,7.98,40,8.59,17,230247.69,63.73,1.67,24.98,12.59
298,Industrial,Site_297,462,8595838.57,31682,35,9.34,1.53,512,12688582.43,21,44,0.93,1,9.34,17,9.72,50,4092743.87,400.5,1.41,47.61,10.82
299,Infrastructure,Site_298,607,836512.5,98798,44,8.01,7.22,736,1084288.76,23,22,0.94,3,9.52,34,7.71,129,247776.26,10.97,6.1,29.62,21.25
300,Industrial,Site_299,188,3625987.97,97894,41,6.74,7.56,244,4400592.09,21,172,0.63,0,7.97,48,7.33,56,774604.12,44.95,2.33,21.36,29.79
301,Residential,Site_300,126,9350100.14,15289,7,0.06,1.42,125,8547442.48,4,52,0.61,3,9.52,14,9.91,-1,-802657.66,559.06,2.35,-8.58,-0.79
302,Industrial,Site_301,369,7484520.22,8927,41,4.66,9.35,492,8594023.54,14,139,0.66,4,7.31,26,9.45,123,1109503.32,962.7,0.13,14.82,33.33
303,Commercial,Site_302,438,3173214.13,49330,13,5.71,1.82,392,3425640.3,26,193,0.95,2,9.51,16,7.29,-46,252426.17,69.44,0.65,7.95,-10.5
304,Infrastructure,Site_303,586,2900166.39,67707,18,3.04,3.57,529,3911928.3,17,120,0.66,3,7.46,39,7.86,-57,1011761.91,57.78,1.07,34.89,-9.73
305,Commercial,Site_304,391,548280.33,78454,37,3.18,7.05,375,561969.03,19,137,0.78,1,7.25,1,7.66,-16,13688.7,7.16,1.53,2.5,-4.09
306,Industrial,Site_305,270,7109285.78,66428,13,9.61,2.53,235,7273738.15,13,60,0.9,0,8.93,48,6.6,-35,164452.37,109.5,4.71,2.31,-12.96
307,Infrastructure,Site_306,696,963444.03,51601,36,8.92,1.5,652,976654.22,14,191,0.61,1,8.42,49,9.83,-44,13210.19,18.93,0.41,1.37,-6.32
308,Residential,Site_307,188,5559723.93,78465,31,8.49,3.98,162,5422784.42,25,153,0.81,1,9.72,30,7.62,-26,-136939.51,69.11,3.17,-2.46,-13.83
309,Industrial,Site_308,205,9640158.74,3539,2,4.06,7.89,265,10475037.0,4,155,0.7,3,8.09,36,9.5,60,834878.26,2959.89,0.09,8.66,29.27
310,Infrastructure,Site_309,280,1539954.17,23669,16,0.14,4.72,247,2204526.43,25,144,0.9,0,7.86,40,6.76,-33,664572.26,93.14,0.67,43.16,-11.79
311,Residential,Site_310,342,8997559.34,71968,9,0.8,6.88,426,12281282.36,3,54,0.7,2,8.5,40,8.19,84,3283723.02,170.65,3.13,36.5,24.56
312,Residential,Site_311,250,9919015.68,21644,9,3.12,6.22,207,13302895.12,1,173,0.84,1,8.37,33,6.1,-43,3383879.44,614.62,0.6,34.12,-17.2
313,Industrial,Site_312,345,1084411.75,19745,38,0.16,1.2,472,1494755.41,6,178,0.84,0,8.03,33,9.06,127,410343.67,75.7,0.24,37.84,36.81
314,Infrastructure,Site_313,412,8887609.56,29228,11,0.17,9.9,505,9435537.21,9,51,0.68,2,9.08,2,8.32,93,547927.65,322.83,1.13,6.17,22.57
315,Commercial,Site_314,217,5402750.69,35521,22,9.17,1.37,174,7739251.35,15,144,0.61,1,9.28,16,8.5,-43,2336500.66,217.88,1.42,43.25,-19.82
316,Infrastructure,Site_315,107,9111880.33,98239,33,7.06,9.71,134,8951347.46,9,24,0.74,0,9.56,13,6.21,27,-160532.88,91.12,30.55,-1.76,25.23
317,Residential,Site_316,655,5927529.95,27928,36,3.09,5.95,726,6530996.57,17,69,0.7,3,9.92,13,6.84,71,603466.63,233.85,0.56,10.18,10.84
318,Commercial,Site_317,659,6790064.1,19322,45,1.33,9.67,835,8501492.09,16,49,0.88,1,7.8,45,6.3,176,1711427.99,439.99,0.47,25.2,26.71
319,Infrastructure,Site_318,412,5665899.63,58714,23,5.12,2.03,458,5449139.6,29,174,0.88,1,9.15,37,7.16,46,-216760.02,92.81,0.74,-3.83,11.17
320,Industrial,Site_319,715,8712682.36,88896,45,0.05,5.41,846,11658249.57,20,121,0.76,0,8.18,34,8.51,131,2945567.21,131.14,0.87,33.81,18.32
